address,attempt,compiler,flags,result,summary
0x8001778C,3,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,GAS split-address profile selected target $v0-to-$a0 address formation and matched exactly.
0x80021558,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,mips-sony-psx-gcc: Internal compiler error: program cc1 got fatal signal 11
0x80021558,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,mips-sony-psx-gcc: Internal compiler error: program cc1 got fatal signal 11
0x80021558,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,mips-sony-psx-gcc: Internal compiler error: program cc1 got fatal signal 11
0x80021558,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,mips-sony-psx-gcc: Internal compiler error: program cc1 got fatal signal 11
0x80021558,5,gcc_2_8_1_o1_g8,gcc_2_8_1_o1_g8,nonmatch,mips-sony-psx-gcc: Internal compiler error: program cc1 got fatal signal 11
0x80021558,6,gcc_2_7_2_g8,gcc_2_7_2_g8,deferred,mips-linux-gnu-gcc: Internal compiler error: program cc1 got fatal signal 11
0x8002CCA8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":130,""expected"":131,""offset"":2}"
0x8002CCA8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":130,""expected"":131,""offset"":2}"
0x8002CCA8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":128,""expected"":255,""offset"":0}"
0x8002CCA8,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,"{""actual"":29,""expected"":255,""offset"":0}"
0x8002CCA8,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":130,""expected"":131,""offset"":2}"
0x8002CCA8,6,gcc_2_7_2_g8,gcc_2_7_2_g8,deferred,"{""actual"":130,""expected"":131,""offset"":2}"
0x8001B780,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":4,""expected"":194,""offset"":32}"
0x8001B780,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8001BD48,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024060,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024088,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024704,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024914,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024954,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024E24,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":4,""expected"":3,""offset"":12}"
0x80024E24,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80024E4C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80028220,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x800282E8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":4,""expected"":3,""offset"":12}"
0x800282E8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002C4DC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":33,""expected"":29,""offset"":0}"
0x8002C4DC,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":5,""expected"":2,""offset"":2}"
0x8002C4DC,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":5,""expected"":2,""offset"":2}"
0x8002C4DC,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Linked bytes and relocations matched exactly.
0x8002C570,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":1,""expected"":2,""offset"":2}"
0x8002C570,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":1,""expected"":2,""offset"":2}"
0x8002C570,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":1,""expected"":2,""offset"":2}"
0x8002C570,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,"{""actual"":16,""expected"":20,""offset"":23}"
0x8002C570,5,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Linked bytes and relocations matched exactly.
0x8002C598,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":15,""expected"":88,""offset"":0}"
0x8002C598,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":15,""expected"":255,""offset"":8}"
0x8002C598,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":160,""expected"":136,""offset"":16}"
0x8002C598,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Linked bytes and relocations matched exactly.
0x8002C5CC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":3,""expected"":2,""offset"":2}"
0x8002C5CC,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":3,""expected"":2,""offset"":2}"
0x8002C5CC,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":3,""expected"":2,""offset"":2}"
0x8002C5CC,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Linked bytes and relocations matched exactly.
0x8002C68C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002CB50,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":15,""expected"":33,""offset"":0}"
0x8002CB50,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":3,""expected"":2,""offset"":6}"
0x8002CB50,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":3,""expected"":2,""offset"":6}"
0x8002CB50,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Linked bytes and relocations matched exactly.
0x8002E3B4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":4,""expected"":3,""offset"":12}"
0x8002E3B4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002E3DC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002EB48,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002EE20,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002EE5C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":33,""expected"":29,""offset"":0}"
0x8002EE5C,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":4,""expected"":2,""offset"":2}"
0x8002EE5C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"{""actual"":4,""expected"":2,""offset"":2}"
0x8002EE5C,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Linked bytes and relocations matched exactly.
0x8002F430,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002F438,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002F930,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002F94C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002FA28,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x8002FED0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Linked bytes and relocations matched exactly.
0x80030FA0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Direct arrays: 0x2C bytes; compiler started with the GP-relative index load and folded the table index into HI16/LO16.
0x80030FA0,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Hard table/index registers: 0x34 bytes; full table address preceded the index load and introduced a load-delay nop.
0x80030FA0,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Hard-register arithmetic without a barrier: 0x2C bytes; optimizer returned to folded symbolic indexing.
0x80030FA0,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,Hard registers with GAS splitting: 0x2C bytes; stores and relocations remained shifted and the return-delay store differed.
0x80030FA0,5,gcc_2_7_2_g8,gcc_2_7_2_g8,nonmatch,GCC 2.7.2 fallback: same 0x2C folded-index result as the first GCC 2.8.1 form.
0x80030FA0,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,Direct arrays with GAS splitting: 0x2C bytes; absolute stores moved ahead of the required table setup.
0x80030F40,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct global stores and four-argument call wrapper matched.
0x80032B38,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0xC byte 03!=04; word 03004010!=04004014; relocations matched.
0x80032B38,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; Inverting the source branch retained the target early return layout.
0x80033500,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 52/60; +0x20 byte 04!=02; word 04004010!=02004010; relocations matched.
0x80033500,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; Zero-first source order retained the separate zero-return epilogue.
0x80033998,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Straight forty-entry pointer/count scan matched.
0x80033CC4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x0 byte 09!=47; word 0980023c!=472d8290; relocations differed.
0x80033CC4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: size 56/52; +0x11 byte 29!=00; word 00290500!=00000000; relocations matched.
0x80033CC4,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 3: +0x8 byte 47!=46; word 472d8590!=462d8380; relocations matched.
0x80033CC4,4,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 4: linked bytes and relocations matched exactly; Hard registers plus upper-index-first arithmetic matched table addressing and scheduling.
0x80035598,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x17 byte 10!=14; word 04006010!=04006014; relocations matched.
0x80035598,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; The greater-or-equal second test produced the target branch polarity.
0x80035AB8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; A 100-byte struct array reproduced index arithmetic and four halfword stores.
0x80035CA8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x0 byte 0F!=01; word 0f80023c!=01008424; relocations differed.
0x80035CA8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: +0x2 byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035CA8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 3: +0x2 byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035CA8,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,Variant 3: +0x2 byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035CA8,5,gcc_2_7_2_g8,gcc_2_7_2_g8,nonmatch,Variant 2: +0x2 byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035CA8,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Variant 2: linked bytes and relocations matched exactly; Explicit pointer/count loop matched after enabling GAS split addresses.
0x80035CE4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x2 byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035CE4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: +0x2 byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035CE4,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 3: linked bytes and relocations matched exactly; Hard-register pointer and counter assignments fixed the swapped allocation.
0x80035DB8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 56/60; +0xA byte 02!=03; word 0f80023c!=0f80033c; relocations matched.
0x80035DB8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: +0x4 byte 01!=0F; word 01008424!=0f80023c; relocations differed.
0x80035DB8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 3: linked bytes and relocations matched exactly; Separating the base and field pointer while incrementing the key first matched.
0x80035DF4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 40/44; +0x8 byte 88!=A0; word 88b24224!=a0b24224; relocations matched.
0x80035DF4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; A hard base register preserved the separate base and +0x18 address steps.
0x80036D3C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct dynamic-stream little-endian halfword read matched.
0x800378D8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Straight conditional flag set and global-state clear matched.
0x80037914,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct conditional state update with mode six matched.
0x80037950,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct conditional state update with mode four matched.
0x8003798C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Array declarations forced the required absolute global loads.
0x800379C4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Call-result check and conditional byte clear matched.
0x80037D2C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 72/64; +0x4 byte 32!=00; word 32048397!=00000000; relocations differed.
0x80037D2C,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: size 68/64; +0x4 byte 32!=00; word 32048397!=00000000; relocations differed.
0x80037D2C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 3: +0x0 byte 58!=32; word 58008280!=32048397; relocations differed.
0x80037D2C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 4: +0x28 byte FF!=25; word ffff0224!=2528a300; relocations differed.
0x80037D2C,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 5: +0x2C byte 25!=48; word 2528a300!=480482af; relocations differed.
0x80037D2C,6,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 6: linked bytes and relocations matched exactly; Hard registers and empty scheduling barriers reproduced the exact stream/global sequence.
0x80037D6C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 60/56; +0x2 byte 83!=82; word 58008380!=58008280; relocations differed.
0x80037D6C,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: +0x20 byte 00!=51; word 000062ac!=510085a0; relocations matched.
0x80037D6C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 3: linked bytes and relocations matched exactly; Loading the byte before updating the stream pointer fixed store order.
0x80038094,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 68/64; +0xA byte 83!=82; word 58008380!=58008280; relocations differed.
0x80038094,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; Post-increment in the call argument placed the pointer store in the call delay slot.
0x800380D4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x2 byte 83!=82; word 58008380!=58008280; relocations matched.
0x800380D4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: size 56/60; +0x2 byte 83!=86; word 58008380!=58008680; relocations matched.
0x800380D4,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 3: size 64/60; +0x4 byte 38!=00; word 380080a4!=00000000; relocations matched.
0x800380D4,4,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 4: linked bytes and relocations matched exactly; Uninitialized hard registers let the clear fill the index-load delay slot.
0x80038110,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x2 byte 83!=82; word 58008380!=58008280; relocations matched.
0x80038110,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: size 48/56; +0x2 byte 83!=85; word 58008380!=58008580; relocations matched.
0x80038110,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 3: linked bytes and relocations matched exactly; Hard stream/current/value registers reproduced the unsigned accumulation.
0x80038388,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct read-helper call and halfword store matched.
0x800383B0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct two-byte field assignment scheduled the clear in the call delay slot.
0x80038690,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Nested helper calls with a 16-bit cast matched.
0x80038898,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0x12 byte 82!=83; word 0000828c!=0000838c; relocations differed.
0x80038898,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; Explicit post-increment byte value fixed load/store order and relocations.
0x80039AAC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0xC byte 03!=04; word 03004010!=04004014; relocations matched.
0x80039AAC,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; Inverting the flag branch retained the target early return layout.
0x80039AD4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: size 36/40; +0x0 byte 0F!=10; word 0f80023c!=10008290; relocations differed.
0x80039AD4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 2: size 44/40; +0x4 byte 10!=08; word 10008390!=08af4224; relocations differed.
0x80039AD4,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 3: size 36/40; +0x0 byte 0F!=10; word 0f80023c!=10008390; relocations differed.
0x80039AD4,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,Variant 2: size 44/40; +0x4 byte 10!=08; word 10008390!=08af4224; relocations differed.
0x80039AD4,5,gcc_2_7_2_g8,gcc_2_7_2_g8,nonmatch,Variant 1: size 36/40; +0x0 byte 0F!=10; word 0f80023c!=10008290; relocations differed.
0x80039AD4,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,Variant 1: linked bytes and relocations matched exactly; The direct indexed clear matched under GAS split addresses.
0x80039F1C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,Variant 1: +0xC byte 03!=04; word 03004010!=04004014; relocations matched.
0x80039F1C,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 2: linked bytes and relocations matched exactly; Inverting the flag branch retained the target early return layout.
0x80039FD4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Direct signed-byte assignment and cleanup call matched.
0x80039FF8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,Variant 1: linked bytes and relocations matched exactly; Straight conditional flag/mode update matched.
0x8003F7D4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,first byte +0x8; word 0180063c != 00328424; relocation sequence differs (7 expected/7 actual)
0x8003F7D4,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,first byte +0x4; word 1d80043c != 0a80023c; relocation sequence differs (7 expected/7 actual)
